"Order ID","Date","month","Customer ID","Customer Name","Sales Person","Region","Item","Price","Quantity","Revenue"
"0501","5/27/2018","May","2","Company B","Anna Weber","Texas","Item 2","199","5","995"
"0502","5/27/2018","May","2","Company B","Anna Weber","Texas","Item 2","199","0","0"
"0503","5/27/2018","May","10","Company J","Laura Larsen","California","Item 5","289","8","2312"
"0504","5/28/2018","May","9","Company I","Kim Fishman","California","Item 2","199","6","1194"
"0505","5/29/2018","May","12","Company L","Anne Lee","New Mexico","Item 2","199","2","398"
"0506","5/29/2018","May","17","Company Q","Oscar Knox","Arizona","Item 3","69","4","276"
"0507","5/29/2018","May","2","Company B","Ben Wallace","Texas","Item 1","399","9","3591"
"0508","5/29/2018","May","19","Company S","Andrew James","Arizona","Item 1","399","6","2394"
"0509","5/30/2018","May","19","Company S","Oscar Knox","Arizona","Item 4","159","8","1272"
"0510","5/30/2018","May","2","Company B","Anna Weber","Texas","Item 3","69","5","345"
"0511","5/30/2018","May","19","Company S","Oscar Knox","Arizona","Item 5","289","9","2601"
"0512","5/30/2018","May","2","Company B","Ben Wallace","Texas","Item 3","69","9","621"
"0513","5/31/2018","May","14","Company N","Anne Lee","New Mexico","Item 3","69","3","207"
"0514","6/1/2018","Jun","14","Company N","Michael Fox","New Mexico","Item 3","69","0","0"
"0515","6/1/2018","Jun","8","Company H","Laura Larsen","California","Item 5","289","4","1156"
"0516","6/1/2018","Jun","4","Company D","Ben Wallace","Texas","Item 5","289","3","867"
"0517","6/2/2018","Jun","19","Company S","Oscar Knox","Arizona","Item 5","289","4","1156"
"0518","6/2/2018","Jun","9","Company I","Kim Fishman","California","Item 2","199","7","1393"
"0519","6/3/2018","Jun","5","Company E","Ben Wallace","Texas","Item 2","199","9","1791"
"0520","6/3/2018","Jun","18","Company R","Oscar Knox","Arizona","Item 1","399","7","2793"
"0521","6/3/2018","Jun","5","Company E","Ben Wallace","Texas","Item 5","289","3","867"
"0522","6/3/2018","Jun","12","Company L","Anne Lee","New Mexico","Item 2","199","9","1791"
"0523","6/3/2018","Jun","18","Company R","Oscar Knox","Arizona","Item 5","289","7","2023"
"0524","6/3/2018","Jun","4","Company D","Anna Weber","Texas","Item 3","69","9","621"
"0525","6/3/2018","Jun","7","Company G","Kim Fishman","California","Item 4","159","3","477"
"0526","6/3/2018","Jun","20","Company T","Andrew James","Arizona","Item 5","289","7","2023"
"0527","6/3/2018","Jun","1","Company A","Ben Wallace","Texas","Item 5","289","7","2023"
"0528","6/3/2018","Jun","4","Company D","Anna Weber","Texas","Item 5","289","9","2601"
"0529","6/3/2018","Jun","13","Company M","Anne Lee","New Mexico","Item 2","199","8","1592"
"0530","6/3/2018","Jun","16","Company P","Andrew James","Arizona","Item 1","399","7","2793"
"0531","6/4/2018","Jun","8","Company H","Kim Fishman","California","Item 2","199","3","597"
"0532","6/4/2018","Jun","11","Company K","Anne Lee","New Mexico","Item 1","399","8","3192"
"0533","6/5/2018","Jun","8","Company H","Laura Larsen","California","Item 2","199","5","995"
"0534","6/5/2018","Jun","7","Company G","Laura Larsen","California","Item 4","159","9","1431"
"0535","6/5/2018","Jun","19","Company S","Oscar Knox","Arizona","Item 2","199","2","398"
"0536","6/5/2018","Jun","17","Company Q","Andrew James","Arizona","Item 3","69","0","0"
"0537","6/6/2018","Jun","9","Company I","Laura Larsen","California","Item 2","199","1","199"
"0538","6/6/2018","Jun","8","Company H","Laura Larsen","California","Item 2","199","2","398"
"0539","6/7/2018","Jun","19","Company S","Oscar Knox","Arizona","Item 2","199","0","0"
"0540","6/8/2018","Jun","9","Company I","Laura Larsen","California","Item 4","159","3","477"
"0541","6/8/2018","Jun","9","Company I","Laura Larsen","California","Item 5","289","9","2601"
"0542","6/8/2018","Jun","9","Company I","Laura Larsen","California","Item 1","399","5","1995"
"0543","6/8/2018","Jun","20","Company T","Andrew James","Arizona","Item 4","159","5","795"
"0544","6/9/2018","Jun","9","Company I","Laura Larsen","California","Item 5","289","6","1734"
"0545","6/9/2018","Jun","14","Company N","Anne Lee","New Mexico","Item 1","399","0","0"
"0546","6/10/2018","Jun","4","Company D","Ben Wallace","Texas","Item 2","199","5","995"
"0547","6/11/2018","Jun","6","Company F","Kim Fishman","California","Item 3","69","7","483"
"0548","6/11/2018","Jun","2","Company B","Ben Wallace","Texas","Item 2","199","7","1393"
"0549","6/11/2018","Jun","17","Company Q","Oscar Knox","Arizona","Item 2","199","2","398"
"0550","6/11/2018","Jun","18","Company R","Oscar Knox","Arizona","Item 4","159","0","0"
"0551","6/11/2018","Jun","5","Company E","Anna Weber","Texas","Item 3","69","5","345"
"0552","6/11/2018","Jun","2","Company B","Ben Wallace","Texas","Item 5","289","5","1445"
"0553","6/11/2018","Jun","11","Company K","Michael Fox","New Mexico","Item 1","399","0","0"
"0554","6/12/2018","Jun","19","Company S","Oscar Knox","Arizona","Item 2","199","4","796"
"0555","6/12/2018","Jun","6","Company F","Kim Fishman","California","Item 2","199","9","1791"
"0556","6/12/2018","Jun","10","Company J","Laura Larsen","California","Item 1","399","0","0"
"0557","6/12/2018","Jun","5","Company E","Ben Wallace","Texas","Item 4","159","1","159"
"0558","6/13/2018","Jun","14","Company N","Anne Lee","New Mexico","Item 1","399","9","3591"
"0559","6/13/2018","Jun","2","Company B","Ben Wallace","Texas","Item 5","289","2","578"
"0560","6/13/2018","Jun","15","Company O","Anne Lee","New Mexico","Item 5","289","5","1445"
"0561","6/14/2018","Jun","13","Company M","Michael Fox","New Mexico","Item 5","289","3","867"
"0562","6/15/2018","Jun","17","Company Q","Andrew James","Arizona","Item 5","289","6","1734"
"0563","6/16/2018","Jun","13","Company M","Michael Fox","New Mexico","Item 1","399","0","0"
"0564","6/16/2018","Jun","15","Company O","Michael Fox","New Mexico","Item 1","399","6","2394"
"0565","6/16/2018","Jun","1","Company A","Anna Weber","Texas","Item 2","199","0","0"
"0566","6/16/2018","Jun","10","Company J","Kim Fishman","California","Item 4","159","8","1272"
"0567","6/16/2018","Jun","1","Company A","Ben Wallace","Texas","Item 4","159","8","1272"
"0568","6/16/2018","Jun","14","Company N","Anne Lee","New Mexico","Item 1","399","0","0"
"0569","6/17/2018","Jun","18","Company R","Oscar Knox","Arizona","Item 4","159","7","1113"
"0570","6/18/2018","Jun","3","Company C","Ben Wallace","Texas","Item 5","289","3","867"
"0571","6/18/2018","Jun","3","Company C","Ben Wallace","Texas","Item 5","289","1","289"
"0572","6/18/2018","Jun","11","Company K","Anne Lee","New Mexico","Item 4","159","4","636"
"0573","6/19/2018","Jun","20","Company T","Oscar Knox","Arizona","Item 1","399","5","1995"
"0574","6/20/2018","Jun","5","Company E","Anna Weber","Texas","Item 4","159","3","477"
"0575","6/20/2018","Jun","18","Company R","Andrew James","Arizona","Item 3","69","1","69"
"0576","6/20/2018","Jun","4","Company D","Ben Wallace","Texas","Item 3","69","3","207"
"0577","6/20/2018","Jun","12","Company L","Michael Fox","New Mexico","Item 4","159","6","954"
"0578","6/21/2018","Jun","14","Company N","Michael Fox","New Mexico","Item 1","399","9","3591"
"0579","6/22/2018","Jun","7","Company G","Kim Fishman","California","Item 1","399","0","0"
"0580","6/22/2018","Jun","15","Company O","Anne Lee","New Mexico","Item 4","159","6","954"
"0581","6/22/2018","Jun","15","Company O","Michael Fox","New Mexico","Item 4","159","8","1272"
"0582","6/22/2018","Jun","15","Company O","Anne Lee","New Mexico","Item 1","399","4","1596"
"0583","6/22/2018","Jun","10","Company J","Laura Larsen","California","Item 1","399","3","1197"
"0584","6/22/2018","Jun","18","Company R","Andrew James","Arizona","Item 3","69","0","0"
"0585","6/22/2018","Jun","5","Company E","Anna Weber","Texas","Item 2","199","1","199"
"0586","6/22/2018","Jun","4","Company D","Anna Weber","Texas","Item 5","289","5","1445"
"0587","6/22/2018","Jun","20","Company T","Andrew James","Arizona","Item 3","69","3","207"
"0588","6/23/2018","Jun","17","Company Q","Oscar Knox","Arizona","Item 3","69","1","69"
"0589","6/24/2018","Jun","5","Company E","Anna Weber","Texas","Item 1","399","3","1197"
"0590","6/24/2018","Jun","18","Company R","Andrew James","Arizona","Item 4","159","5","795"
"0591","6/25/2018","Jun","4","Company D","Ben Wallace","Texas","Item 5","289","3","867"
"0592","6/26/2018","Jun","6","Company F","Laura Larsen","California","Item 5","289","9","2601"
"0593","6/26/2018","Jun","17","Company Q","Oscar Knox","Arizona","Item 3","69","9","621"
"0594","6/26/2018","Jun","2","Company B","Ben Wallace","Texas","Item 5","289","1","289"
"0595","6/26/2018","Jun","10","Company J","Laura Larsen","California","Item 2","199","6","1194"
"0596","6/26/2018","Jun","11","Company K","Anne Lee","New Mexico","Item 1","399","9","3591"
"0597","6/27/2018","Jun","4","Company D","Anna Weber","Texas","Item 3","69","8","552"
"0598","6/28/2018","Jun","10","Company J","Kim Fishman","California","Item 1","399","9","3591"
"0599","6/28/2018","Jun","2","Company B","Anna Weber","Texas","Item 4","159","5","795"
"0600","6/28/2018","Jun","5","Company E","Anna Weber","Texas","Item 5","289","0","0"
"0601","6/28/2018","Jun","10","Company J","Laura Larsen","California","Item 3","69","3","207"
"0602","6/28/2018","Jun","12","Company L","Anne Lee","New Mexico","Item 2","199","3","597"
"0603","6/28/2018","Jun","11","Company K","Michael Fox","New Mexico","Item 5","289","7","2023"
"0604","6/28/2018","Jun","1","Company A","Ben Wallace","Texas","Item 5","289","8","2312"
"0605","6/29/2018","Jun","15","Company O","Anne Lee","New Mexico","Item 4","159","5","795"
"0606","6/30/2018","Jun","12","Company L","Michael Fox","New Mexico","Item 5","289","3","867"
"0607","6/30/2018","Jun","20","Company T","Oscar Knox","Arizona","Item 1","399","7","2793"
"0608","6/30/2018","Jun","12","Company L","Michael Fox","New Mexico","Item 3","69","4","276"
"0609","6/30/2018","Jun","19","Company S","Oscar Knox","Arizona","Item 3","69","4","276"
"0610","7/1/2018","Jul","12","Company L","Anne Lee","New Mexico","Item 3","69","8","552"
"0611","7/1/2018","Jul","10","Company J","Laura Larsen","California","Item 5","289","9","2601"
"0612","7/1/2018","Jul","17","Company Q","Oscar Knox","Arizona","Item 5","289","9","2601"
"0613","7/2/2018","Jul","15","Company O","Anne Lee","New Mexico","Item 3","69","2","138"
"0614","7/3/2018","Jul","20","Company T","Andrew James","Arizona","Item 5","289","0","0"
"0615","7/4/2018","Jul","10","Company J","Kim Fishman","California","Item 4","159","2","318"
"0616","7/5/2018","Jul","11","Company K","Anne Lee","New Mexico","Item 3","69","7","483"
"0617","7/6/2018","Jul","19","Company S","Andrew James","Arizona","Item 2","199","8","1592"
"0618","7/6/2018","Jul","19","Company S","Andrew James","Arizona","Item 1","399","0","0"
"0619","7/7/2018","Jul","17","Company Q","Andrew James","Arizona","Item 5","289","6","1734"
"0620","7/7/2018","Jul","20","Company T","Andrew James","Arizona","Item 4","159","9","1431"
"0621","7/7/2018","Jul","10","Company J","Laura Larsen","California","Item 4","159","7","1113"
"0622","7/7/2018","Jul","13","Company M","Anne Lee","New Mexico","Item 4","159","9","1431"
"0623","7/7/2018","Jul","14","Company N","Anne Lee","New Mexico","Item 2","199","0","0"
"0624","7/8/2018","Jul","3","Company C","Ben Wallace","Texas","Item 2","199","4","796"
"0625","7/8/2018","Jul","17","Company Q","Oscar Knox","Arizona","Item 1","399","8","3192"
"0626","7/8/2018","Jul","1","Company A","Anna Weber","Texas","Item 5","289","0","0"
"0627","7/8/2018","Jul","18","Company R","Oscar Knox","Arizona","Item 3","69","4","276"
"0628","7/8/2018","Jul","14","Company N","Michael Fox","New Mexico","Item 1","399","5","1995"
"0629","7/8/2018","Jul","2","Company B","Ben Wallace","Texas","Item 3","69","6","414"
"0630","7/9/2018","Jul","10","Company J","Kim Fishman","California","Item 4","159","3","477"
"0631","7/10/2018","Jul","13","Company M","Michael Fox","New Mexico","Item 2","199","4","796"
"0632","7/10/2018","Jul","17","Company Q","Oscar Knox","Arizona","Item 3","69","3","207"
"0633","7/11/2018","Jul","20","Company T","Oscar Knox","Arizona","Item 4","159","3","477"
"0634","7/11/2018","Jul","5","Company E","Anna Weber","Texas","Item 1","399","0","0"
"0635","7/11/2018","Jul","3","Company C","Anna Weber","Texas","Item 4","159","5","795"
"0636","7/12/2018","Jul","16","Company P","Oscar Knox","Arizona","Item 3","69","5","345"
"0637","7/13/2018","Jul","17","Company Q","Oscar Knox","Arizona","Item 4","159","6","954"
"0638","7/13/2018","Jul","11","Company K","Michael Fox","New Mexico","Item 4","159","5","795"
"0639","7/13/2018","Jul","16","Company P","Oscar Knox","Arizona","Item 1","399","3","1197"
"0640","7/14/2018","Jul","20","Company T","Andrew James","Arizona","Item 5","289","4","1156"
"0641","7/14/2018","Jul","10","Company J","Laura Larsen","California","Item 1","399","7","2793"
"0642","7/15/2018","Jul","10","Company J","Laura Larsen","California","Item 1","399","9","3591"
"0643","7/15/2018","Jul","13","Company M","Michael Fox","New Mexico","Item 1","399","8","3192"
"0644","7/16/2018","Jul","6","Company F","Laura Larsen","California","Item 2","199","6","1194"
"0645","7/16/2018","Jul","1","Company A","Anna Weber","Texas","Item 3","69","9","621"
"0646","7/16/2018","Jul","14","Company N","Michael Fox","New Mexico","Item 2","199","0","0"
"0647","7/16/2018","Jul","13","Company M","Michael Fox","New Mexico","Item 5","289","3","867"
"0648","7/16/2018","Jul","8","Company H","Kim Fishman","California","Item 2","199","1","199"
"0649","7/17/2018","Jul","8","Company H","Laura Larsen","California","Item 1","399","5","1995"
"0650","7/17/2018","Jul","13","Company M","Anne Lee","New Mexico","Item 5","289","3","867"
"0651","7/17/2018","Jul","17","Company Q","Andrew James","Arizona","Item 4","159","2","318"
"0652","7/17/2018","Jul","15","Company O","Anne Lee","New Mexico","Item 4","159","3","477"
"0653","7/18/2018","Jul","5","Company E","Ben Wallace","Texas","Item 4","159","1","159"
"0654","7/18/2018","Jul","1","Company A","Anna Weber","Texas","Item 3","69","0","0"
"0655","7/18/2018","Jul","2","Company B","Anna Weber","Texas","Item 5","289","2","578"
"0656","7/18/2018","Jul","12","Company L","Anne Lee","New Mexico","Item 4","159","5","795"
"0657","7/18/2018","Jul","6","Company F","Laura Larsen","California","Item 3","69","3","207"
"0658","7/18/2018","Jul","5","Company E","Anna Weber","Texas","Item 4","159","9","1431"
"0659","7/19/2018","Jul","15","Company O","Anne Lee","New Mexico","Item 2","199","1","199"
"0660","7/19/2018","Jul","1","Company A","Anna Weber","Texas","Item 5","289","4","1156"
"0661","7/20/2018","Jul","16","Company P","Oscar Knox","Arizona","Item 4","159","3","477"
"0662","7/20/2018","Jul","9","Company I","Laura Larsen","California","Item 3","69","2","138"
"0663","7/20/2018","Jul","20","Company T","Oscar Knox","Arizona","Item 4","159","4","636"
"0664","7/21/2018","Jul","14","Company N","Anne Lee","New Mexico","Item 1","399","5","1995"
"0665","7/22/2018","Jul","1","Company A","Anna Weber","Texas","Item 1","399","8","3192"
"0666","7/22/2018","Jul","13","Company M","Anne Lee","New Mexico","Item 3","69","0","0"
"0667","7/23/2018","Jul","14","Company N","Anne Lee","New Mexico","Item 3","69","8","552"
"0668","7/24/2018","Jul","10","Company J","Kim Fishman","California","Item 3","69","2","138"
"0669","7/24/2018","Jul","9","Company I","Kim Fishman","California","Item 1","399","6","2394"
"0670","7/24/2018","Jul","2","Company B","Anna Weber","Texas","Item 2","199","1","199"
"0671","7/24/2018","Jul","13","Company M","Michael Fox","New Mexico","Item 1","399","1","399"
"0672","7/25/2018","Jul","12","Company L","Michael Fox","New Mexico","Item 4","159","7","1113"
"0673","7/25/2018","Jul","17","Company Q","Oscar Knox","Arizona","Item 4","159","8","1272"
"0674","7/26/2018","Jul","18","Company R","Andrew James","Arizona","Item 5","289","8","2312"
"0675","7/26/2018","Jul","13","Company M","Michael Fox","New Mexico","Item 4","159","4","636"
"0676","7/26/2018","Jul","15","Company O","Michael Fox","New Mexico","Item 3","69","4","276"
"0677","7/26/2018","Jul","15","Company O","Michael Fox","New Mexico","Item 4","159","9","1431"
"0678","7/26/2018","Jul","18","Company R","Andrew James","Arizona","Item 3","69","6","414"
"0679","7/26/2018","Jul","7","Company G","Kim Fishman","California","Item 4","159","6","954"
"0680","7/26/2018","Jul","13","Company M","Michael Fox","New Mexico","Item 3","69","3","207"
"0681","7/26/2018","Jul","3","Company C","Ben Wallace","Texas","Item 3","69","4","276"
"0682","7/27/2018","Jul","18","Company R","Oscar Knox","Arizona","Item 5","289","3","867"
"0683","7/27/2018","Jul","16","Company P","Andrew James","Arizona","Item 5","289","6","1734"
"0684","7/27/2018","Jul","18","Company R","Oscar Knox","Arizona","Item 4","159","3","477"
"0685","7/27/2018","Jul","11","Company K","Anne Lee","New Mexico","Item 2","199","4","796"
"0686","7/27/2018","Jul","1","Company A","Ben Wallace","Texas","Item 3","69","1","69"
"0687","7/27/2018","Jul","15","Company O","Anne Lee","New Mexico","Item 3","69","0","0"
"0688","7/27/2018","Jul","19","Company S","Oscar Knox","Arizona","Item 2","199","5","995"
"0689","7/27/2018","Jul","19","Company S","Andrew James","Arizona","Item 4","159","8","1272"
"0690","7/27/2018","Jul","5","Company E","Anna Weber","Texas","Item 1","399","5","1995"
"0691","7/27/2018","Jul","19","Company S","Oscar Knox","Arizona","Item 5","289","2","578"
"0692","7/27/2018","Jul","7","Company G","Laura Larsen","California","Item 5","289","4","1156"
"0693","7/27/2018","Jul","11","Company K","Michael Fox","New Mexico","Item 2","199","5","995"
"0694","7/27/2018","Jul","8","Company H","Laura Larsen","California","Item 4","159","8","1272"
"0695","7/28/2018","Jul","12","Company L","Anne Lee","New Mexico","Item 5","289","7","2023"
"0696","7/29/2018","Jul","3","Company C","Ben Wallace","Texas","Item 2","199","8","1592"
"0697","7/29/2018","Jul","5","Company E","Ben Wallace","Texas","Item 4","159","1","159"
"0698","7/30/2018","Jul","8","Company H","Laura Larsen","California","Item 5","289","9","2601"
"0699","7/31/2018","Jul","5","Company E","Ben Wallace","Texas","Item 2","199","3","597"
"0700","8/1/2018","Aug","20","Company T","Andrew James","Arizona","Item 5","289","0","0"
"0701","8/2/2018","Aug","15","Company O","Michael Fox","New Mexico","Item 5","289","2","578"
"0702","8/3/2018","Aug","6","Company F","Laura Larsen","California","Item 2","199","3","597"
"0703","8/3/2018","Aug","19","Company S","Andrew James","Arizona","Item 5","289","9","2601"
"0704","8/3/2018","Aug","15","Company O","Michael Fox","New Mexico","Item 5","289","6","1734"
"0705","8/3/2018","Aug","14","Company N","Michael Fox","New Mexico","Item 5","289","0","0"
"0706","8/3/2018","Aug","7","Company G","Laura Larsen","California","Item 4","159","2","318"
"0707","8/3/2018","Aug","10","Company J","Laura Larsen","California","Item 2","199","1","199"
"0708","8/3/2018","Aug","1","Company A","Anna Weber","Texas","Item 5","289","4","1156"
"0709","8/3/2018","Aug","1","Company A","Anna Weber","Texas","Item 4","159","9","1431"
"0710","8/3/2018","Aug","13","Company M","Michael Fox","New Mexico","Item 5","289","8","2312"
"0711","8/3/2018","Aug","19","Company S","Oscar Knox","Arizona","Item 2","199","1","199"
"0712","8/4/2018","Aug","12","Company L","Michael Fox","New Mexico","Item 4","159","0","0"
"0713","8/4/2018","Aug","19","Company S","Oscar Knox","Arizona","Item 4","159","8","1272"
"0714","8/5/2018","Aug","4","Company D","Anna Weber","Texas","Item 5","289","6","1734"
"0715","8/5/2018","Aug","13","Company M","Anne Lee","New Mexico","Item 4","159","5","795"
"0716","8/5/2018","Aug","4","Company D","Anna Weber","Texas","Item 3","69","8","552"
"0717","8/5/2018","Aug","12","Company L","Michael Fox","New Mexico","Item 2","199","2","398"
"0718","8/6/2018","Aug","13","Company M","Anne Lee","New Mexico","Item 4","159","3","477"
"0719","8/6/2018","Aug","2","Company B","Ben Wallace","Texas","Item 4","159","4","636"
"0720","8/7/2018","Aug","9","Company I","Laura Larsen","California","Item 5","289","9","2601"
"0721","8/7/2018","Aug","7","Company G","Laura Larsen","California","Item 4","159","5","795"
"0722","8/7/2018","Aug","11","Company K","Anne Lee","New Mexico","Item 4","159","4","636"
"0723","8/8/2018","Aug","8","Company H","Laura Larsen","California","Item 1","399","2","798"
"0724","8/8/2018","Aug","7","Company G","Laura Larsen","California","Item 5","289","5","1445"
"0725","8/8/2018","Aug","8","Company H","Kim Fishman","California","Item 5","289","2","578"
"0726","8/8/2018","Aug","8","Company H","Laura Larsen","California","Item 5","289","1","289"
"0727","8/8/2018","Aug","17","Company Q","Andrew James","Arizona","Item 3","69","3","207"
"0728","8/9/2018","Aug","10","Company J","Kim Fishman","California","Item 5","289","7","2023"
"0729","8/9/2018","Aug","6","Company F","Laura Larsen","California","Item 2","199","7","1393"
"0730","8/10/2018","Aug","18","Company R","Andrew James","Arizona","Item 1","399","4","1596"
"0731","8/10/2018","Aug","13","Company M","Michael Fox","New Mexico","Item 1","399","4","1596"
"0732","8/10/2018","Aug","1","Company A","Ben Wallace","Texas","Item 5","289","6","1734"
"0733","8/10/2018","Aug","17","Company Q","Andrew James","Arizona","Item 4","159","4","636"
"0734","8/10/2018","Aug","3","Company C","Anna Weber","Texas","Item 5","289","2","578"
"0735","8/11/2018","Aug","3","Company C","Ben Wallace","Texas","Item 1","399","0","0"
"0736","8/11/2018","Aug","14","Company N","Michael Fox","New Mexico","Item 4","159","6","954"
"0737","8/11/2018","Aug","12","Company L","Anne Lee","New Mexico","Item 4","159","5","795"
"0738","8/12/2018","Aug","8","Company H","Kim Fishman","California","Item 1","399","7","2793"
"0739","8/13/2018","Aug","1","Company A","Ben Wallace","Texas","Item 3","69","6","414"
"0740","8/13/2018","Aug","19","Company S","Andrew James","Arizona","Item 2","199","4","796"
"0741","8/14/2018","Aug","1","Company A","Ben Wallace","Texas","Item 5","289","7","2023"
"0742","8/14/2018","Aug","18","Company R","Andrew James","Arizona","Item 5","289","0","0"
"0743","8/15/2018","Aug","19","Company S","Oscar Knox","Arizona","Item 3","69","9","621"
"0744","8/16/2018","Aug","12","Company L","Anne Lee","New Mexico","Item 3","69","5","345"
"0745","8/16/2018","Aug","8","Company H","Kim Fishman","California","Item 1","399","0","0"
"0746","8/17/2018","Aug","2","Company B","Ben Wallace","Texas","Item 4","159","8","1272"
"0747","8/17/2018","Aug","6","Company F","Kim Fishman","California","Item 2","199","3","597"
"0748","8/18/2018","Aug","8","Company H","Kim Fishman","California","Item 2","199","7","1393"
"0749","8/18/2018","Aug","11","Company K","Anne Lee","New Mexico","Item 5","289","3","867"
"0750","8/18/2018","Aug","20","Company T","Andrew James","Arizona","Item 4","159","9","1431"
"0751","8/18/2018","Aug","10","Company J","Kim Fishman","California","Item 5","289","5","1445"
"0752","8/19/2018","Aug","8","Company H","Laura Larsen","California","Item 1","399","1","399"
"0753","8/19/2018","Aug","5","Company E","Anna Weber","Texas","Item 1","399","6","2394"
"0754","8/20/2018","Aug","14","Company N","Anne Lee","New Mexico","Item 2","199","2","398"
"0755","8/20/2018","Aug","20","Company T","Oscar Knox","Arizona","Item 2","199","6","1194"
"0756","8/20/2018","Aug","17","Company Q","Oscar Knox","Arizona","Item 1","399","6","2394"
"0757","8/20/2018","Aug","13","Company M","Anne Lee","New Mexico","Item 5","289","0","0"
"0758","8/20/2018","Aug","10","Company J","Laura Larsen","California","Item 1","399","4","1596"
"0759","8/20/2018","Aug","3","Company C","Ben Wallace","Texas","Item 5","289","1","289"
"0760","8/21/2018","Aug","19","Company S","Andrew James","Arizona","Item 1","399","6","2394"
"0761","8/21/2018","Aug","16","Company P","Andrew James","Arizona","Item 4","159","6","954"
"0762","8/21/2018","Aug","16","Company P","Andrew James","Arizona","Item 5","289","2","578"
"0763","8/21/2018","Aug","17","Company Q","Oscar Knox","Arizona","Item 3","69","8","552"
"0764","8/22/2018","Aug","8","Company H","Laura Larsen","California","Item 1","399","2","798"
"0765","8/22/2018","Aug","19","Company S","Andrew James","Arizona","Item 4","159","8","1272"
"0766","8/22/2018","Aug","14","Company N","Anne Lee","New Mexico","Item 1","399","9","3591"
"0767","8/23/2018","Aug","13","Company M","Michael Fox","New Mexico","Item 2","199","1","199"
"0768","8/24/2018","Aug","15","Company O","Anne Lee","New Mexico","Item 4","159","1","159"
"0769","8/25/2018","Aug","7","Company G","Kim Fishman","California","Item 1","399","6","2394"
"0770","8/25/2018","Aug","11","Company K","Michael Fox","New Mexico","Item 1","399","0","0"
"0771","8/26/2018","Aug","4","Company D","Anna Weber","Texas","Item 5","289","2","578"
"0772","8/26/2018","Aug","6","Company F","Laura Larsen","California","Item 5","289","3","867"
"0773","8/26/2018","Aug","20","Company T","Andrew James","Arizona","Item 3","69","0","0"
"0774","8/26/2018","Aug","15","Company O","Michael Fox","New Mexico","Item 3","69","2","138"
"0775","8/26/2018","Aug","13","Company M","Anne Lee","New Mexico","Item 1","399","1","399"
"0776","8/27/2018","Aug","17","Company Q","Andrew James","Arizona","Item 1","399","2","798"
"0777","8/27/2018","Aug","4","Company D","Ben Wallace","Texas","Item 1","399","3","1197"
"0778","8/27/2018","Aug","2","Company B","Anna Weber","Texas","Item 5","289","5","1445"
"0779","8/27/2018","Aug","14","Company N","Anne Lee","New Mexico","Item 5","289","6","1734"
"0780","8/27/2018","Aug","7","Company G","Kim Fishman","California","Item 1","399","8","3192"
"0781","8/28/2018","Aug","11","Company K","Anne Lee","New Mexico","Item 3","69","6","414"
"0782","8/29/2018","Aug","1","Company A","Anna Weber","Texas","Item 4","159","9","1431"
"0783","8/29/2018","Aug","8","Company H","Kim Fishman","California","Item 1","399","3","1197"
"0784","8/29/2018","Aug","2","Company B","Anna Weber","Texas","Item 2","199","5","995"
"0785","8/29/2018","Aug","5","Company E","Ben Wallace","Texas","Item 1","399","6","2394"
"0786","8/29/2018","Aug","4","Company D","Ben Wallace","Texas","Item 5","289","6","1734"
"0787","8/30/2018","Aug","14","Company N","Michael Fox","New Mexico","Item 3","69","1","69"
"0788","8/30/2018","Aug","14","Company N","Anne Lee","New Mexico","Item 2","199","6","1194"
"0789","8/30/2018","Aug","6","Company F","Laura Larsen","California","Item 4","159","8","1272"
"0790","8/30/2018","Aug","13","Company M","Anne Lee","New Mexico","Item 4","159","8","1272"
"0791","8/31/2018","Aug","18","Company R","Oscar Knox","Arizona","Item 1","399","3","1197"
"0792","8/31/2018","Aug","16","Company P","Oscar Knox","Arizona","Item 4","159","9","1431"
"0793","9/1/2018","Sep","10","Company J","Laura Larsen","California","Item 1","399","3","1197"
"0794","9/1/2018","Sep","11","Company K","Michael Fox","New Mexico","Item 2","199","8","1592"
"0795","9/1/2018","Sep","13","Company M","Anne Lee","New Mexico","Item 2","199","9","1791"
"0796","9/1/2018","Sep","18","Company R","Andrew James","Arizona","Item 5","289","4","1156"
"0797","9/2/2018","Sep","4","Company D","Ben Wallace","Texas","Item 3","69","2","138"
"0798","9/2/2018","Sep","20","Company T","Andrew James","Arizona","Item 3","69","6","414"
"0799","9/3/2018","Sep","16","Company P","Andrew James","Arizona","Item 1","399","5","1995"
"0800","9/3/2018","Sep","3","Company C","Ben Wallace","Texas","Item 4","159","4","636"
"0801","9/3/2018","Sep","10","Company J","Laura Larsen","California","Item 5","289","7","2023"
"0802","9/3/2018","Sep","6","Company F","Laura Larsen","California","Item 1","399","8","3192"
"0803","9/3/2018","Sep","17","Company Q","Andrew James","Arizona","Item 2","199","5","995"
"0804","9/4/2018","Sep","16","Company P","Oscar Knox","Arizona","Item 3","69","1","69"
"0805","9/5/2018","Sep","19","Company S","Andrew James","Arizona","Item 1","399","7","2793"
"0806","9/5/2018","Sep","5","Company E","Anna Weber","Texas","Item 1","399","6","2394"
"0807","9/5/2018","Sep","11","Company K","Michael Fox","New Mexico","Item 4","159","5","795"
"0808","9/6/2018","Sep","13","Company M","Anne Lee","New Mexico","Item 3","69","5","345"
"0809","9/6/2018","Sep","19","Company S","Oscar Knox","Arizona","Item 2","199","9","1791"
